timestamp,avg_update_ms,max_update_ms,fps_ms,players,zombies_loaded,zombies_simulated,loaded_cells,heap_used_mb,resend_buffer_bytes,recv_packets_total,sent_packets_total
2026-07-13_19-23-01,4.0,108.0,99.0,19.0,1904.0,0.0,145.0,48312.0,2153.0,1666366,6861688
2026-07-13_19-23-18,10.0,210.0,209.0,19.0,1940.0,0.0,148.0,7730.0,1364.0,1669689,6875628
2026-07-13_19-23-35,4.0,180.0,93.0,19.0,1955.0,0.0,150.0,9009.0,748.0,1673220,6889994
2026-07-13_19-23-52,4.0,235.0,100.0,19.0,1711.0,0.0,146.0,10347.0,136.0,1677550,6908283
2026-07-13_19-24-09,4.0,110.0,94.0,19.0,1726.0,0.0,149.0,11588.0,1676.0,1681895,6928320
2026-07-13_19-24-27,3.0,414.0,78.0,19.0,1386.0,0.0,139.0,12605.0,29203.0,1686112,6950996
2026-07-13_19-24-43,4.0,114.0,102.0,19.0,1257.0,0.0,139.0,13499.0,2988.0,1690043,6967213
2026-07-13_19-25-00,4.0,165.0,96.0,19.0,1079.0,0.0,138.0,14443.0,7488.0,1694236,6983803
2026-07-13_19-25-17,9.0,245.0,196.0,19.0,1068.0,0.0,139.0,15275.0,84.0,1698266,6998566
2026-07-13_19-25-33,4.0,186.0,95.0,19.0,1095.0,0.0,146.0,16231.0,1453.0,1702102,7012732
2026-07-13_19-25-50,4.0,123.0,85.0,19.0,1078.0,0.0,143.0,17051.0,6232.0,1706105,7027266
2026-07-13_19-26-07,4.0,109.0,97.0,18.0,1081.0,0.0,143.0,18031.0,2054.0,1710336,7045240
2026-07-13_19-26-24,4.0,107.0,89.0,18.0,1116.0,0.0,140.0,18899.0,76907.0,1714262,7059801
2026-07-13_19-26-41,4.0,110.0,99.0,18.0,1109.0,0.0,143.0,19637.0,7281.0,1718328,7073189
2026-07-13_19-26-57,4.0,112.0,98.0,18.0,1099.0,0.0,143.0,20405.0,7995.0,1722247,7086953
2026-07-13_19-27-14,4.0,111.0,99.0,18.0,990.0,0.0,143.0,21367.0,13043.0,1725803,7100102
2026-07-13_19-27-31,4.0,113.0,100.0,18.0,1010.0,0.0,143.0,22775.0,14904.0,1729544,7113167
2026-07-13_19-27-48,5.0,115.0,106.0,18.0,1006.0,0.0,143.0,23922.0,3204.0,1733094,7125818
2026-07-13_19-28-04,5.0,171.0,105.0,18.0,981.0,0.0,139.0,25111.0,209.0,1737067,7137684
2026-07-13_19-28-21,4.0,192.0,101.0,18.0,978.0,0.0,143.0,26287.0,5166.0,1740846,7150313
2026-07-13_19-28-38,4.0,107.0,102.0,18.0,1064.0,0.0,147.0,27076.0,2526.0,1743789,7161593
2026-07-13_19-28-54,4.0,179.0,87.0,18.0,1061.0,0.0,143.0,27772.0,4781.0,1746762,7172876
2026-07-13_19-29-11,5.0,105.0,104.0,18.0,1061.0,0.0,146.0,28546.0,5443.0,1749361,7182950
2026-07-13_19-29-27,4.0,125.0,98.0,18.0,1075.0,0.0,149.0,29320.0,3357.0,1752350,7194495
2026-07-13_19-29-44,2.0,187.0,59.0,17.0,1066.0,0.0,140.0,30121.0,4134.0,1755145,7205608
2026-07-13_19-30-01,4.0,113.0,100.0,17.0,1094.0,0.0,142.0,30844.0,4330.0,1757623,7215423
2026-07-13_19-30-18,9.0,201.0,201.0,17.0,1093.0,0.0,141.0,32631.0,6607.0,1760537,7225147
2026-07-13_19-30-35,4.0,197.0,94.0,17.0,1095.0,0.0,141.0,34328.0,18018.0,1764091,7238414
2026-07-13_19-30-52,9.0,195.0,195.0,17.0,1073.0,0.0,143.0,35152.0,16750.0,1767646,7252816
2026-07-13_19-31-08,4.0,113.0,103.0,17.0,1124.0,0.0,146.0,35913.0,58514.0,1770776,7265761
2026-07-13_19-31-25,4.0,188.0,91.0,17.0,1161.0,0.0,148.0,36729.0,70142.0,1773850,7278360
2026-07-13_19-31-42,4.0,161.0,103.0,17.0,1158.0,0.0,144.0,37440.0,3822.0,1777528,7292272
2026-07-13_19-31-58,4.0,105.0,100.0,17.0,1138.0,0.0,141.0,38046.0,12214.0,1780971,7304065
2026-07-13_19-32-14,5.0,172.0,105.0,17.0,1139.0,0.0,141.0,38629.0,91093.0,1784208,7315850
2026-07-13_19-32-31,5.0,117.0,105.0,17.0,1190.0,0.0,147.0,39338.0,960.0,1787456,7327749
2026-07-13_19-32-48,5.0,285.0,105.0,17.0,1144.0,0.0,142.0,40047.0,14909.0,1790889,7340177
2026-07-13_19-33-05,10.0,214.0,214.0,17.0,1172.0,0.0,144.0,41079.0,25.0,1794384,7354075
2026-07-13_19-33-22,9.0,197.0,197.0,17.0,1124.0,0.0,145.0,42486.0,21156.0,1797782,7366291
2026-07-13_19-33-39,5.0,123.0,123.0,17.0,1036.0,0.0,143.0,43620.0,5074.0,1801466,7380104
2026-07-13_19-33-55,1.0,211.0,31.0,17.0,979.0,0.0,139.0,45011.0,25722.0,1805263,7395718
2026-07-13_19-34-12,4.0,196.0,94.0,17.0,913.0,0.0,139.0,45835.0,57342.0,1808505,7409546
2026-07-13_19-34-29,4.0,118.0,101.0,17.0,885.0,0.0,138.0,46403.0,8635.0,1811806,7421988
2026-07-13_19-34-45,5.0,106.0,106.0,17.0,942.0,0.0,142.0,47057.0,602.0,1814946,7432509
2026-07-13_19-35-02,51.0,1033.0,1033.0,17.0,941.0,0.0,144.0,47846.0,8550.0,1817935,7447621
2026-07-13_19-35-19,5.0,163.0,105.0,17.0,971.0,0.0,138.0,48511.0,3903.0,1821046,7459537
2026-07-13_19-35-36,5.0,128.0,107.0,17.0,1286.0,0.0,152.0,8187.0,6458.0,1824101,7472567
2026-07-13_19-35-53,4.0,106.0,94.0,18.0,1479.0,0.0,164.0,8734.0,1804.0,1827109,7486137
2026-07-13_19-36-10,5.0,107.0,104.0,18.0,1515.0,0.0,164.0,9393.0,4656.0,1829940,7497144
2026-07-13_19-36-27,4.0,106.0,98.0,18.0,1476.0,0.0,163.0,10093.0,338.0,1832987,7508860
2026-07-13_19-36-44,39.0,797.0,797.0,19.0,1356.0,0.0,174.0,11247.0,75677.0,1836158,7523264
2026-07-13_19-37-01,1.0,187.0,37.0,19.0,1324.0,0.0,169.0,12018.0,69740.0,1839340,7536421
2026-07-13_19-37-18,4.0,108.0,97.0,19.0,1493.0,0.0,169.0,12723.0,13353.0,1842214,7554718
2026-07-13_19-37-35,5.0,116.0,107.0,19.0,1585.0,0.0,173.0,13604.0,7458.0,1845478,7568404
2026-07-13_19-37-52,39.0,788.0,788.0,20.0,1639.0,0.0,177.0,14638.0,59815.0,1848762,7582338
2026-07-13_19-38-09,6.0,247.0,136.0,20.0,1639.0,0.0,179.0,15686.0,40315.0,1852497,7598770
2026-07-13_19-38-27,5.0,123.0,123.0,20.0,1663.0,0.0,181.0,16659.0,5387.0,1856734,7616340
2026-07-13_19-38-44,4.0,183.0,101.0,20.0,1652.0,0.0,174.0,17689.0,6804.0,1860149,7632014
2026-07-13_19-39-02,3.0,248.0,63.0,20.0,1400.0,0.0,180.0,18884.0,37374.0,1863941,7646634
2026-07-13_19-39-19,3.0,173.0,70.0,20.0,1396.0,0.0,176.0,19912.0,53281.0,1867722,7662965
2026-07-13_19-39-36,4.0,117.0,97.0,20.0,1086.0,0.0,166.0,20879.0,67376.0,1871384,7679184
2026-07-13_19-39-53,4.0,190.0,98.0,20.0,1077.0,0.0,170.0,21797.0,8185.0,1875484,7694605
2026-07-13_19-40-10,4.0,135.0,102.0,20.0,1097.0,0.0,166.0,22678.0,8441.0,1880010,7710504
2026-07-13_19-40-28,5.0,109.0,107.0,20.0,1071.0,0.0,163.0,23385.0,1626.0,1884182,7725303
2026-07-13_19-40-45,4.0,107.0,103.0,20.0,1059.0,0.0,162.0,24119.0,3776.0,1888153,7740225
2026-07-13_19-41-02,2.0,228.0,41.0,20.0,1151.0,0.0,169.0,24947.0,9628.0,1892272,7757849
2026-07-13_19-41-19,5.0,118.0,114.0,20.0,1022.0,0.0,165.0,25541.0,2301.0,1896052,7772606
2026-07-13_19-41-36,4.0,108.0,103.0,20.0,1072.0,0.0,174.0,26317.0,3211.0,1900126,7788314
2026-07-13_19-41-53,4.0,178.0,97.0,20.0,1235.0,0.0,175.0,27030.0,1698.0,1903966,7803610
2026-07-13_19-42-10,5.0,117.0,117.0,20.0,1071.0,0.0,172.0,27762.0,4014.0,1907997,7819526
2026-07-13_19-42-27,5.0,190.0,107.0,20.0,1189.0,0.0,168.0,28456.0,16856.0,1912431,7837233
2026-07-13_19-42-44,9.0,198.0,198.0,20.0,1190.0,0.0,175.0,29219.0,23971.0,1916577,7854065
2026-07-13_19-43-01,2.0,161.0,49.0,20.0,1187.0,0.0,174.0,30033.0,14197.0,1921046,7870431
2026-07-13_19-43-18,5.0,371.0,104.0,20.0,1268.0,0.0,177.0,30756.0,37853.0,1925249,7885910
2026-07-13_19-43-35,27.0,557.0,557.0,20.0,1297.0,0.0,179.0,31492.0,26068.0,1929330,7901439
2026-07-13_19-43-52,4.0,110.0,102.0,20.0,1260.0,0.0,169.0,32195.0,13171.0,1933726,7919127
2026-07-13_19-44-09,4.0,110.0,103.0,21.0,1341.0,0.0,178.0,33042.0,61404.0,1938155,7941377
2026-07-13_19-44-26,5.0,107.0,107.0,21.0,1278.0,0.0,178.0,33806.0,29995.0,1942526,7959916
2026-07-13_19-44-43,4.0,114.0,103.0,21.0,1295.0,0.0,179.0,34537.0,30220.0,1946897,7977156
2026-07-13_19-45-00,4.0,107.0,95.0,21.0,1265.0,0.0,177.0,35213.0,4550.0,1951143,7993221
2026-07-13_19-45-16,5.0,110.0,110.0,21.0,1414.0,0.0,176.0,35947.0,944.0,1955465,8010341
2026-07-13_19-45-34,4.0,216.0,102.0,22.0,1424.0,0.0,177.0,36645.0,43665.0,1959839,8027566
2026-07-13_19-45-51,4.0,108.0,95.0,22.0,1419.0,0.0,177.0,37367.0,2086.0,1964054,8044201
2026-07-13_19-46-08,4.0,112.0,100.0,22.0,1420.0,0.0,179.0,38105.0,55011.0,1968229,8061555
2026-07-13_19-46-25,4.0,158.0,98.0,22.0,1536.0,0.0,189.0,39034.0,614.0,1972426,8079872
2026-07-13_19-46-42,5.0,107.0,106.0,22.0,1534.0,0.0,189.0,39787.0,17881.0,1975941,8095582
2026-07-13_19-46-59,4.0,105.0,101.0,22.0,1534.0,0.0,189.0,40527.0,1266.0,1979464,8111040
2026-07-13_19-47-16,4.0,195.0,100.0,22.0,1524.0,0.0,192.0,41391.0,4122.0,1983329,8126823
2026-07-13_19-47-33,4.0,103.0,101.0,22.0,1484.0,0.0,188.0,42307.0,1621.0,1987570,8144634
2026-07-13_19-47-50,4.0,147.0,96.0,22.0,1566.0,0.0,190.0,43224.0,975.0,1991965,8162836
2026-07-13_19-48-08,7.0,247.0,147.0,22.0,1617.0,0.0,200.0,44249.0,1056.0,1996535,8181681
2026-07-13_19-48-25,4.0,114.0,99.0,22.0,1635.0,0.0,199.0,45336.0,8033.0,2001198,8201289
2026-07-13_19-48-43,4.0,188.0,100.0,22.0,1696.0,0.0,207.0,46571.0,1918.0,2005851,8221280
2026-07-13_19-49-01,3.0,192.0,80.0,22.0,1566.0,0.0,192.0,47636.0,676.0,2010470,8241070
2026-07-13_19-49-18,5.0,202.0,105.0,22.0,1556.0,0.0,198.0,48687.0,1177.0,2015005,8260141
2026-07-13_19-49-36,5.0,188.0,106.0,22.0,1435.0,0.0,193.0,8149.0,17040.0,2018987,8277548
2026-07-13_19-49-53,5.0,118.0,118.0,22.0,1454.0,0.0,196.0,9439.0,223.0,2023196,8296435
2026-07-13_19-50-10,2.0,186.0,53.0,22.0,1466.0,0.0,198.0,10401.0,5048.0,2027249,8311569
2026-07-13_19-50-27,5.0,198.0,111.0,22.0,1418.0,0.0,185.0,11234.0,235.0,2031232,8327414
2026-07-13_19-50-45,4.0,109.0,100.0,22.0,1416.0,0.0,194.0,12165.0,3216.0,2034635,8342040
2026-07-13_19-51-02,5.0,109.0,108.0,22.0,1433.0,0.0,194.0,13086.0,27436.0,2037992,8357643
2026-07-13_19-51-19,4.0,105.0,95.0,22.0,1282.0,0.0,184.0,13956.0,935.0,2041547,8373007
2026-07-13_19-51-37,9.0,197.0,197.0,22.0,1284.0,0.0,188.0,14933.0,7064.0,2045068,8387665
2026-07-13_19-51-54,4.0,112.0,102.0,22.0,1306.0,0.0,180.0,15919.0,9615.0,2048575,8401562
2026-07-13_19-52-11,4.0,105.0,101.0,22.0,1293.0,0.0,184.0,16951.0,296.0,2052167,8416744
2026-07-13_19-52-28,4.0,116.0,99.0,22.0,1290.0,0.0,182.0,17911.0,1611.0,2055805,8431710
2026-07-13_19-52-45,5.0,195.0,123.0,22.0,1289.0,0.0,182.0,18790.0,722.0,2059351,8446298
2026-07-13_19-53-03,5.0,108.0,108.0,23.0,1289.0,0.0,182.0,19662.0,275842.0,2062664,8461175
2026-07-13_19-53-20,5.0,110.0,110.0,23.0,1240.0,0.0,182.0,20579.0,164.0,2066273,8477672
2026-07-13_19-53-37,4.0,379.0,93.0,23.0,1151.0,0.0,179.0,21793.0,6260.0,2069781,8495419
2026-07-13_19-53-55,4.0,107.0,103.0,23.0,1173.0,0.0,186.0,22800.0,839.0,2073174,8510780
2026-07-13_19-54-12,9.0,193.0,193.0,23.0,1148.0,0.0,185.0,23567.0,0.0,2076553,8527914
2026-07-13_19-54-29,4.0,107.0,99.0,23.0,1132.0,0.0,186.0,24521.0,12035.0,2079893,8543019
2026-07-13_19-54-46,5.0,106.0,104.0,23.0,1149.0,0.0,182.0,25167.0,1058.0,2083211,8558031
2026-07-13_19-55-03,4.0,111.0,95.0,23.0,1146.0,0.0,182.0,25750.0,1091.0,2086603,8573031
2026-07-13_19-55-20,5.0,110.0,110.0,23.0,1144.0,0.0,182.0,26357.0,1315.0,2089971,8588486
2026-07-13_19-55-37,4.0,111.0,103.0,23.0,1154.0,0.0,186.0,27030.0,386.0,2093184,8602724
2026-07-13_19-55-54,5.0,113.0,106.0,23.0,1137.0,0.0,183.0,27613.0,87552.0,2096422,8618058
2026-07-13_19-56-11,4.0,206.0,101.0,23.0,1231.0,0.0,186.0,28265.0,3271.0,2099369,8632264
2026-07-13_19-56-28,4.0,163.0,99.0,23.0,1231.0,0.0,186.0,28852.0,1543.0,2102578,8647075
2026-07-13_19-56-45,4.0,108.0,101.0,23.0,1231.0,0.0,186.0,29429.0,12402.0,2105558,8661275
2026-07-13_19-57-02,4.0,186.0,101.0,23.0,1142.0,0.0,184.0,30096.0,2151.0,2108747,8675873
2026-07-13_19-57-19,4.0,201.0,101.0,23.0,1150.0,0.0,187.0,8313.0,1065.0,2112689,8691492
2026-07-13_19-57-36,5.0,209.0,106.0,23.0,1144.0,0.0,180.0,9024.0,8566.0,2116647,8707213
2026-07-13_19-57-53,4.0,139.0,100.0,23.0,1144.0,0.0,183.0,9739.0,988.0,2120256,8722646
2026-07-13_19-58-10,4.0,108.0,102.0,23.0,1177.0,0.0,186.0,10399.0,20293.0,2124041,8737880
2026-07-13_19-58-28,4.0,109.0,101.0,23.0,1177.0,0.0,187.0,11406.0,3980.0,2128059,8755071
2026-07-13_19-58-45,4.0,108.0,102.0,23.0,1179.0,0.0,204.0,12461.0,2990.0,2131892,8770829
2026-07-13_19-59-03,13.0,268.0,268.0,23.0,1178.0,0.0,193.0,13157.0,26.0,2135892,8786974
2026-07-13_19-59-20,4.0,109.0,96.0,23.0,1175.0,0.0,190.0,13904.0,765.0,2139681,8802060
2026-07-13_19-59-37,5.0,111.0,111.0,23.0,1172.0,0.0,186.0,14642.0,2270.0,2143288,8818005
2026-07-13_19-59-54,9.0,186.0,186.0,23.0,1230.0,0.0,192.0,15541.0,29990.0,2147329,8836052
2026-07-13_20-00-12,5.0,119.0,119.0,23.0,1267.0,0.0,193.0,16536.0,9504.0,2151440,8854794
2026-07-13_20-00-30,5.0,121.0,110.0,23.0,1275.0,0.0,203.0,17593.0,1240.0,2155230,8872182
2026-07-13_20-00-48,5.0,149.0,109.0,23.0,1258.0,0.0,197.0,18475.0,45275.0,2158963,8887397
2026-07-13_20-01-06,12.0,263.0,263.0,23.0,1236.0,0.0,200.0,19365.0,2208.0,2162909,8905322
2026-07-13_20-01-24,8.0,164.0,164.0,24.0,1284.0,0.0,204.0,20497.0,7308.0,2166803,8922792
2026-07-13_20-01-41,5.0,237.0,104.0,24.0,1250.0,0.0,197.0,21439.0,26336.0,2170600,8939687
2026-07-13_20-01-59,9.0,193.0,185.0,25.0,1262.0,0.0,211.0,22611.0,17373.0,2174842,8959414
2026-07-13_20-02-17,5.0,117.0,117.0,25.0,1275.0,0.0,208.0,23597.0,36336.0,2179816,8978772
2026-07-13_20-02-35,1.0,256.0,45.0,24.0,1249.0,0.0,202.0,24618.0,10211.0,2184613,8997784
2026-07-13_20-02-53,5.0,197.0,103.0,24.0,1249.0,0.0,201.0,25365.0,7832.0,2188806,9015974
2026-07-13_20-03-10,6.0,145.0,123.0,24.0,1211.0,0.0,186.0,26128.0,13075.0,2193528,9036026
2026-07-13_20-03-28,4.0,178.0,98.0,24.0,1254.0,0.0,193.0,27170.0,7826.0,2198395,9056721
2026-07-13_20-03-46,4.0,144.0,85.0,24.0,1254.0,0.0,190.0,28020.0,5215.0,2203687,9075737
2026-07-13_20-04-04,3.0,197.0,75.0,24.0,1253.0,0.0,189.0,29026.0,12174.0,2208356,9097653
2026-07-13_20-04-21,7.0,187.0,148.0,24.0,1247.0,0.0,181.0,29846.0,14798.0,2212934,9117474
2026-07-13_20-04-39,4.0,111.0,102.0,24.0,1356.0,0.0,192.0,30727.0,5980.0,2217707,9138360
2026-07-13_20-04-56,5.0,212.0,105.0,24.0,1356.0,0.0,193.0,31505.0,11218.0,2222196,9158231
2026-07-13_20-05-14,4.0,204.0,99.0,23.0,1422.0,0.0,196.0,32264.0,96601.0,2226536,9176794
2026-07-13_20-05-31,4.0,104.0,92.0,23.0,1422.0,0.0,196.0,32998.0,1518.0,2231437,9194821
2026-07-13_20-05-48,5.0,104.0,104.0,23.0,1397.0,0.0,197.0,33757.0,15140.0,2237331,9214678
2026-07-13_20-06-06,8.0,192.0,181.0,23.0,1364.0,0.0,196.0,34498.0,711.0,2242733,9234742
2026-07-13_20-06-24,17.0,352.0,352.0,24.0,1341.0,0.0,194.0,35416.0,0.0,2249019,9259263
2026-07-13_20-06-41,5.0,107.0,105.0,24.0,1432.0,0.0,198.0,36249.0,13571.0,2255188,9282012
2026-07-13_20-06-59,4.0,107.0,98.0,24.0,1445.0,0.0,194.0,37201.0,1110.0,2261513,9304141
2026-07-13_20-07-17,4.0,109.0,99.0,24.0,1534.0,0.0,210.0,38197.0,38569.0,2267015,9324853
2026-07-13_20-07-34,2.0,214.0,49.0,24.0,1361.0,0.0,194.0,39074.0,3963.0,2272553,9347131
2026-07-13_20-07-52,1.0,172.0,44.0,23.0,1217.0,0.0,198.0,40126.0,36653.0,2278475,9371158
2026-07-13_20-08-10,4.0,113.0,87.0,23.0,1700.0,0.0,203.0,41085.0,22275.0,2284451,9398868
2026-07-13_20-08-28,4.0,115.0,97.0,23.0,1680.0,0.0,200.0,41867.0,89165.0,2290304,9422653
2026-07-13_20-08-46,3.0,205.0,76.0,23.0,1702.0,0.0,201.0,42794.0,27869.0,2296483,9445178
2026-07-13_20-09-03,1.0,187.0,48.0,23.0,1687.0,0.0,197.0,43601.0,89954.0,2302621,9465345
2026-07-13_20-09-20,4.0,107.0,99.0,23.0,1386.0,0.0,193.0,44413.0,19867.0,2307303,9484679
2026-07-13_20-09-38,9.0,187.0,187.0,23.0,1403.0,0.0,197.0,45371.0,75924.0,2313065,9504936
2026-07-13_20-09-56,4.0,198.0,95.0,23.0,1670.0,0.0,189.0,46393.0,5328.0,2319735,9530489
2026-07-13_20-10-14,39.0,798.0,798.0,23.0,1727.0,0.0,179.0,47540.0,69677.0,2326231,9555044
2026-07-13_20-10-32,5.0,175.0,105.0,23.0,1779.0,0.0,182.0,48687.0,16953.0,2332408,9579178
2026-07-13_20-10-50,4.0,104.0,103.0,23.0,1737.0,0.0,185.0,8340.0,21103.0,2338536,9601098
2026-07-13_20-11-07,1.0,240.0,46.0,23.0,1650.0,0.0,185.0,9409.0,267042.0,2344268,9622281
2026-07-13_20-11-25,5.0,113.0,113.0,23.0,1601.0,0.0,189.0,10328.0,19733.0,2349376,9643390
2026-07-13_20-11-43,5.0,110.0,106.0,23.0,1656.0,0.0,194.0,11702.0,6292.0,2355098,9663622
2026-07-13_20-12-01,5.0,107.0,107.0,23.0,1655.0,0.0,195.0,13065.0,60355.0,2360737,9682805
2026-07-13_20-12-19,4.0,197.0,103.0,23.0,1654.0,0.0,190.0,14417.0,28817.0,2365708,9703164
2026-07-13_20-12-37,2.0,172.0,51.0,23.0,1632.0,0.0,186.0,15476.0,86321.0,2370452,9722249
2026-07-13_20-12-55,5.0,116.0,110.0,23.0,1837.0,0.0,197.0,16632.0,25463.0,2375259,9742778
2026-07-13_20-13-13,5.0,209.0,106.0,23.0,1863.0,0.0,201.0,17857.0,37965.0,2379843,9760518
2026-07-13_20-13-31,5.0,170.0,115.0,23.0,1725.0,0.0,203.0,19115.0,8570.0,2384161,9778968
2026-07-13_20-13-49,2.0,268.0,60.0,23.0,1692.0,0.0,207.0,20237.0,108865.0,2388433,9796935
2026-07-13_20-14-07,5.0,110.0,105.0,23.0,1712.0,0.0,215.0,21380.0,27566.0,2392670,9815639
2026-07-13_20-14-25,2.0,263.0,45.0,23.0,1713.0,0.0,210.0,22372.0,3669.0,2396973,9833482
2026-07-13_20-14-42,5.0,111.0,111.0,23.0,1834.0,0.0,214.0,23362.0,27701.0,2401505,9852532
2026-07-13_20-15-00,5.0,208.0,120.0,23.0,1777.0,0.0,205.0,24396.0,2898.0,2405716,9870818
2026-07-13_20-15-18,4.0,211.0,103.0,23.0,1691.0,0.0,202.0,25792.0,953.0,2409935,9889410
2026-07-13_20-15-35,5.0,115.0,115.0,23.0,1625.0,0.0,202.0,27032.0,1557.0,2413408,9905734
2026-07-13_20-15-52,4.0,153.0,99.0,23.0,1625.0,0.0,202.0,28361.0,8197.0,2417256,9922090
2026-07-13_20-16-10,4.0,114.0,100.0,23.0,1623.0,0.0,202.0,29727.0,20169.0,2420896,9938309
2026-07-13_20-16-27,4.0,105.0,103.0,23.0,1620.0,0.0,202.0,31031.0,14019.0,2424566,9953716
2026-07-13_20-16-45,4.0,109.0,99.0,23.0,1617.0,0.0,202.0,32409.0,16658.0,2428278,9971274
2026-07-13_20-17-03,11.0,229.0,229.0,23.0,1644.0,0.0,202.0,33759.0,1009.0,2432184,9988093
2026-07-13_20-17-20,4.0,318.0,96.0,23.0,1618.0,0.0,206.0,35253.0,16470.0,2436830,10006647
2026-07-13_20-17-38,4.0,185.0,101.0,23.0,1600.0,0.0,206.0,36282.0,3912.0,2440914,10024066
2026-07-13_20-17-55,10.0,218.0,215.0,23.0,1584.0,0.0,199.0,37163.0,24792.0,2445577,10043687
2026-07-13_20-18-13,4.0,171.0,87.0,23.0,1510.0,0.0,198.0,38182.0,2098.0,2449886,10062413
2026-07-13_20-18-31,4.0,121.0,102.0,23.0,1464.0,0.0,197.0,39118.0,32861.0,2453902,10079275
2026-07-13_20-18-48,6.0,123.0,123.0,23.0,1393.0,0.0,190.0,8690.0,19022.0,2458079,10096549
2026-07-13_20-19-06,4.0,124.0,99.0,23.0,1341.0,0.0,190.0,9351.0,18017.0,2463402,10116942
2026-07-13_20-19-24,4.0,109.0,99.0,23.0,1355.0,0.0,193.0,10265.0,21567.0,2468423,10136324
2026-07-13_20-19-42,4.0,114.0,100.0,23.0,1330.0,0.0,190.0,11125.0,326.0,2473615,10155747
2026-07-13_20-19-59,8.0,175.0,175.0,23.0,1331.0,0.0,194.0,12014.0,21559.0,2478880,10174429
2026-07-13_20-20-17,4.0,164.0,99.0,23.0,1289.0,0.0,200.0,13098.0,27309.0,2484178,10195856
2026-07-13_20-20-34,4.0,109.0,98.0,23.0,1281.0,0.0,206.0,14583.0,16546.0,2489078,10215418
2026-07-13_20-20-52,8.0,183.0,183.0,23.0,1196.0,0.0,201.0,15577.0,34489.0,2494078,10234290
2026-07-13_20-21-10,4.0,125.0,98.0,22.0,1172.0,0.0,204.0,16768.0,566.0,2498478,10250826
2026-07-13_20-21-28,4.0,104.0,98.0,22.0,1230.0,0.0,210.0,17804.0,13938.0,2503173,10268346
2026-07-13_20-21-46,4.0,270.0,102.0,21.0,1355.0,0.0,200.0,18572.0,929.0,2507475,10286134
2026-07-13_20-22-03,4.0,105.0,103.0,21.0,1314.0,0.0,200.0,19407.0,16745.0,2511585,10302018
2026-07-13_20-22-21,5.0,201.0,105.0,21.0,1262.0,0.0,201.0,20296.0,1634.0,2515441,10317355
2026-07-13_20-22-39,5.0,117.0,105.0,21.0,1244.0,0.0,200.0,21011.0,1047.0,2519040,10332306
2026-07-13_20-22-57,4.0,114.0,98.0,21.0,1259.0,0.0,208.0,21892.0,1057.0,2522730,10346981
2026-07-13_20-23-14,5.0,197.0,110.0,22.0,1280.0,0.0,211.0,22686.0,80369.0,2527005,10362640
2026-07-13_20-23-32,5.0,174.0,105.0,22.0,1290.0,0.0,208.0,23402.0,733.0,2531312,10381046
2026-07-13_20-23-49,4.0,109.0,99.0,22.0,1341.0,0.0,211.0,24146.0,1862.0,2535703,10396809
2026-07-13_20-24-07,7.0,187.0,152.0,22.0,1345.0,0.0,203.0,24947.0,19248.0,2540043,10413208
2026-07-13_20-24-25,8.0,170.0,170.0,22.0,1321.0,0.0,203.0,25803.0,3604.0,2544756,10430659
2026-07-13_20-24-42,4.0,119.0,101.0,22.0,1304.0,0.0,203.0,26589.0,1703.0,2548328,10445397
2026-07-13_20-25-00,4.0,163.0,90.0,22.0,1320.0,0.0,210.0,27418.0,49382.0,2552055,10460641
2026-07-13_20-25-18,5.0,109.0,109.0,21.0,1319.0,0.0,207.0,28137.0,4406.0,2555713,10474800
2026-07-13_20-25-36,5.0,111.0,111.0,21.0,1319.0,0.0,214.0,29232.0,1594.0,2559451,10488470
2026-07-13_20-25-53,8.0,173.0,173.0,21.0,1303.0,0.0,209.0,30257.0,3462.0,2563400,10502925
2026-07-13_20-26-11,5.0,106.0,106.0,21.0,1304.0,0.0,216.0,31444.0,982.0,2567466,10517678
2026-07-13_20-26-29,4.0,110.0,100.0,21.0,1275.0,0.0,207.0,32822.0,19102.0,2572433,10541208
2026-07-13_20-26-47,1.0,199.0,43.0,21.0,1302.0,0.0,218.0,34340.0,29640.0,2576337,10556697
2026-07-13_20-27-04,4.0,103.0,103.0,21.0,1415.0,0.0,211.0,35630.0,17867.0,2580862,10573924
2026-07-13_20-27-22,9.0,251.0,185.0,21.0,1401.0,0.0,204.0,37394.0,54280.0,2585588,10591557
2026-07-13_20-27-40,7.0,291.0,144.0,21.0,1387.0,0.0,206.0,38835.0,29067.0,2590424,10608518
2026-07-13_20-27-58,2.0,281.0,60.0,21.0,1386.0,0.0,205.0,40466.0,17273.0,2594957,10623659
2026-07-13_20-28-16,5.0,153.0,121.0,21.0,1386.0,0.0,207.0,41760.0,5395.0,2599567,10638845
2026-07-13_20-28-34,4.0,198.0,97.0,20.0,1387.0,0.0,203.0,43415.0,1523.0,2604109,10655605
2026-07-13_20-28-52,5.0,187.0,106.0,20.0,1407.0,0.0,209.0,44973.0,23485.0,2608033,10670271
2026-07-13_20-29-11,3.0,152.0,68.0,20.0,1373.0,0.0,195.0,46628.0,185.0,2612169,10686339
2026-07-13_20-29-28,5.0,318.0,104.0,20.0,1369.0,0.0,187.0,47825.0,18129.0,2616255,10701199
2026-07-13_20-29-46,4.0,106.0,96.0,20.0,1292.0,0.0,183.0,48869.0,1181.0,2620399,10716931
