timestamp,avg_update_ms,max_update_ms,fps_ms,players,zombies_loaded,zombies_simulated,loaded_cells,heap_used_mb,resend_buffer_bytes,recv_packets_total,sent_packets_total
2026-07-13_18-19-11,4.0,153.0,98.0,22.0,942.0,0.0,174.0,12314.0,72446.0,711226,3351920
2026-07-13_18-19-27,10.0,223.0,223.0,22.0,882.0,0.0,178.0,13245.0,19034.0,715509,3368021
2026-07-13_18-19-43,4.0,188.0,99.0,22.0,965.0,0.0,181.0,14214.0,21159.0,719586,3383964
2026-07-13_18-19-59,8.0,371.0,168.0,22.0,925.0,0.0,184.0,15240.0,20979.0,723469,3399504
2026-07-13_18-20-15,4.0,189.0,97.0,22.0,857.0,0.0,187.0,16330.0,14203.0,727513,3416869
2026-07-13_18-20-31,8.0,188.0,166.0,22.0,1014.0,0.0,201.0,17469.0,16343.0,732053,3434897
2026-07-13_18-20-47,8.0,187.0,175.0,22.0,1024.0,0.0,190.0,18563.0,0.0,736759,3451665
2026-07-13_18-21-03,10.0,212.0,212.0,22.0,1305.0,0.0,194.0,19883.0,8231.0,741510,3469187
2026-07-13_18-21-19,8.0,197.0,172.0,22.0,1342.0,0.0,194.0,20916.0,419.0,746045,3485802
2026-07-13_18-21-35,4.0,108.0,98.0,22.0,1384.0,0.0,187.0,21927.0,290.0,750331,3502427
2026-07-13_18-21-51,3.0,197.0,82.0,22.0,1377.0,0.0,188.0,22892.0,276208.0,754520,3520505
2026-07-13_18-22-08,2.0,206.0,61.0,22.0,1426.0,0.0,197.0,23983.0,40283.0,758821,3537594
2026-07-13_18-22-24,5.0,122.0,122.0,22.0,1493.0,0.0,204.0,25109.0,5684.0,763090,3554547
2026-07-13_18-22-40,3.0,199.0,68.0,22.0,1509.0,0.0,206.0,26243.0,55070.0,767450,3573562
2026-07-13_18-22-56,4.0,116.0,101.0,22.0,1539.0,0.0,202.0,27258.0,36019.0,771748,3590673
2026-07-13_18-23-13,4.0,127.0,94.0,22.0,1416.0,0.0,197.0,28288.0,36630.0,775960,3608601
2026-07-13_18-23-29,23.0,476.0,476.0,21.0,1429.0,0.0,203.0,29328.0,3093.0,780250,3625186
2026-07-13_18-23-45,4.0,114.0,100.0,21.0,1476.0,0.0,204.0,30308.0,1064.0,784548,3641504
2026-07-13_18-24-01,4.0,109.0,99.0,21.0,1472.0,0.0,207.0,31333.0,7716.0,788984,3657858
2026-07-13_18-24-17,4.0,112.0,95.0,21.0,1475.0,0.0,214.0,32335.0,42047.0,792863,3673162
2026-07-13_18-24-33,4.0,408.0,106.0,21.0,1461.0,0.0,211.0,33474.0,16367.0,796690,3689265
2026-07-13_18-24-49,5.0,156.0,109.0,21.0,1519.0,0.0,210.0,34558.0,0.0,800947,3706251
2026-07-13_18-25-05,6.0,126.0,126.0,21.0,1522.0,0.0,213.0,35632.0,4172.0,804918,3722344
2026-07-13_18-25-21,2.0,176.0,62.0,21.0,1383.0,0.0,214.0,36723.0,1813.0,808706,3737956
2026-07-13_18-25-38,12.0,253.0,253.0,21.0,1465.0,0.0,202.0,37796.0,21308.0,813233,3756959
2026-07-13_18-25-54,4.0,113.0,100.0,21.0,1505.0,0.0,205.0,38904.0,236.0,817488,3776981
2026-07-13_18-26-10,58.0,1182.0,1182.0,21.0,1337.0,0.0,201.0,40005.0,51971.0,821968,3796923
2026-07-13_18-26-26,4.0,202.0,102.0,21.0,1428.0,0.0,201.0,41183.0,13993.0,826547,3815347
2026-07-13_18-26-43,18.0,389.0,389.0,21.0,1374.0,0.0,202.0,42316.0,0.0,831029,3834852
2026-07-13_18-26-59,5.0,268.0,118.0,21.0,1437.0,0.0,205.0,43429.0,26665.0,835850,3854182
2026-07-13_18-27-16,8.0,272.0,166.0,21.0,1552.0,0.0,209.0,44606.0,5326.0,840800,3876609
2026-07-13_18-27-32,5.0,130.0,103.0,21.0,1427.0,0.0,206.0,45707.0,5635.0,845564,3895118
2026-07-13_18-27-48,5.0,127.0,120.0,19.0,1087.0,0.0,180.0,46747.0,7633.0,849830,3915340
2026-07-13_18-28-04,8.0,470.0,175.0,19.0,1458.0,0.0,182.0,47901.0,64105.0,854305,3935718
2026-07-13_18-28-21,95.0,1910.0,1910.0,19.0,1503.0,0.0,189.0,48674.0,49507.0,858128,3951888
2026-07-13_18-28-41,10.0,368.0,219.0,19.0,1476.0,0.0,182.0,49052.0,52178.0,863792,3966514
2026-07-13_18-28-57,3.0,230.0,72.0,19.0,1472.0,0.0,189.0,8675.0,26433.0,868428,3983410
2026-07-13_18-29-14,8.0,207.0,171.0,19.0,1143.0,0.0,185.0,9932.0,60.0,873318,4001546
2026-07-13_18-29-30,15.0,323.0,323.0,19.0,1543.0,0.0,176.0,11198.0,27413.0,878026,4018040
2026-07-13_18-29-46,3.0,232.0,62.0,19.0,956.0,0.0,168.0,12278.0,12518.0,882710,4034269
2026-07-13_18-30-02,4.0,129.0,93.0,19.0,779.0,0.0,155.0,13207.0,488.0,887537,4050890
2026-07-13_18-30-18,10.0,350.0,216.0,19.0,895.0,0.0,158.0,14076.0,19191.0,891122,4065756
2026-07-13_18-30-35,4.0,159.0,100.0,19.0,934.0,0.0,154.0,14971.0,12475.0,894821,4079427
2026-07-13_18-30-51,6.0,227.0,130.0,19.0,864.0,0.0,156.0,15999.0,20553.0,899437,4094218
2026-07-13_18-31-07,4.0,197.0,83.0,19.0,1034.0,0.0,172.0,16997.0,8265.0,904521,4108383
2026-07-13_18-31-23,4.0,164.0,103.0,19.0,954.0,0.0,165.0,17823.0,1005.0,908185,4122091
2026-07-13_18-31-38,4.0,120.0,101.0,19.0,888.0,0.0,162.0,18572.0,5972.0,911699,4134328
2026-07-13_18-31-55,8.0,244.0,169.0,19.0,732.0,0.0,163.0,19526.0,2206.0,915685,4147691
2026-07-13_18-32-11,4.0,202.0,87.0,19.0,755.0,0.0,163.0,20501.0,2179.0,919812,4162593
2026-07-13_18-32-27,3.0,217.0,70.0,19.0,892.0,0.0,170.0,21487.0,17685.0,924273,4178839
2026-07-13_18-32-43,5.0,157.0,107.0,19.0,802.0,0.0,164.0,22389.0,30321.0,928397,4193174
2026-07-13_18-32-59,20.0,408.0,408.0,19.0,691.0,0.0,165.0,23406.0,44630.0,933178,4207447
2026-07-13_18-33-15,2.0,949.0,98.0,18.0,748.0,0.0,153.0,24270.0,64186.0,937514,4221423
2026-07-13_18-33-31,9.0,280.0,184.0,18.0,902.0,0.0,155.0,25218.0,6904.0,942130,4235743
2026-07-13_18-33-47,3.0,224.0,73.0,18.0,839.0,0.0,152.0,25998.0,45254.0,946733,4249869
2026-07-13_18-34-03,7.0,163.0,163.0,18.0,1094.0,0.0,162.0,26975.0,5769.0,951800,4262933
2026-07-13_18-34-19,2.0,250.0,62.0,18.0,1136.0,0.0,168.0,28032.0,26656.0,957203,4276743
2026-07-13_18-34-35,2.0,162.0,63.0,18.0,1135.0,0.0,159.0,29009.0,23958.0,962137,4290419
2026-07-13_18-34-51,6.0,168.0,136.0,18.0,1163.0,0.0,159.0,29999.0,2011.0,966629,4304164
2026-07-13_18-35-07,4.0,182.0,98.0,18.0,1215.0,0.0,159.0,31063.0,976.0,971587,4318480
2026-07-13_18-35-23,3.0,172.0,82.0,18.0,1016.0,0.0,152.0,32084.0,2527.0,975778,4332893
2026-07-13_18-35-39,2.0,190.0,58.0,18.0,1024.0,0.0,152.0,32931.0,33044.0,979397,4344965
2026-07-13_18-35-55,4.0,157.0,83.0,18.0,1075.0,0.0,149.0,33827.0,19649.0,983862,4359299
2026-07-13_18-36-10,11.0,237.0,237.0,18.0,996.0,0.0,157.0,34821.0,15132.0,988260,4372908
2026-07-13_18-36-26,4.0,119.0,99.0,18.0,1011.0,0.0,159.0,35785.0,1155.0,992282,4384912
2026-07-13_18-36-43,3.0,167.0,77.0,18.0,1009.0,0.0,166.0,36683.0,3507.0,996185,4397116
2026-07-13_18-36-58,4.0,106.0,102.0,18.0,931.0,0.0,159.0,37692.0,3656.0,999926,4408406
2026-07-13_18-37-14,8.0,175.0,175.0,18.0,980.0,0.0,165.0,38608.0,0.0,1003810,4420113
2026-07-13_18-37-30,4.0,111.0,95.0,18.0,940.0,0.0,166.0,39491.0,8728.0,1007845,4433053
2026-07-13_18-37-46,4.0,115.0,98.0,18.0,966.0,0.0,166.0,40458.0,16925.0,1011399,4445026
2026-07-13_18-38-02,5.0,176.0,122.0,18.0,877.0,0.0,159.0,41429.0,681.0,1015194,4459616
2026-07-13_18-38-19,2.0,154.0,58.0,18.0,842.0,0.0,163.0,42356.0,14237.0,1018984,4472002
2026-07-13_18-38-35,4.0,185.0,101.0,18.0,843.0,0.0,164.0,43301.0,36135.0,1022574,4483683
2026-07-13_18-38-51,9.0,188.0,188.0,18.0,950.0,0.0,165.0,44287.0,17646.0,1026992,4497183
2026-07-13_18-39-07,2.0,337.0,73.0,18.0,943.0,0.0,155.0,45239.0,16096.0,1031174,4509850
2026-07-13_18-39-23,4.0,415.0,92.0,18.0,949.0,0.0,157.0,46126.0,977.0,1035637,4522429
2026-07-13_18-39-39,6.0,138.0,138.0,18.0,803.0,0.0,150.0,47020.0,14858.0,1039245,4535420
2026-07-13_18-39-55,5.0,114.0,110.0,18.0,850.0,0.0,149.0,47980.0,5531.0,1044129,4549374
2026-07-13_18-40-12,16.0,337.0,337.0,18.0,1030.0,0.0,159.0,48893.0,0.0,1048182,4562481
2026-07-13_18-40-27,4.0,114.0,98.0,18.0,859.0,0.0,159.0,8258.0,3218.0,1052468,4576542
2026-07-13_18-40-43,5.0,107.0,105.0,18.0,754.0,0.0,149.0,9122.0,336.0,1056253,4589328
2026-07-13_18-41-00,2.0,520.0,59.0,18.0,831.0,0.0,152.0,9959.0,8347.0,1059894,4602506
2026-07-13_18-41-16,6.0,215.0,143.0,18.0,932.0,0.0,159.0,10812.0,614.0,1064001,4616339
2026-07-13_18-41-32,5.0,122.0,122.0,18.0,932.0,0.0,158.0,11549.0,243.0,1067414,4627959
2026-07-13_18-41-48,4.0,460.0,97.0,18.0,1061.0,0.0,163.0,12496.0,6724.0,1071149,4641030
2026-07-13_18-42-04,4.0,115.0,102.0,18.0,1002.0,0.0,155.0,13329.0,128.0,1074945,4653565
2026-07-13_18-42-20,2.0,170.0,60.0,18.0,1142.0,0.0,155.0,14258.0,5025.0,1079189,4667362
2026-07-13_18-42-36,2.0,327.0,71.0,18.0,1124.0,0.0,148.0,15191.0,18240.0,1083608,4681628
2026-07-13_18-42-52,4.0,176.0,102.0,18.0,1161.0,0.0,152.0,16068.0,4284.0,1087941,4695463
2026-07-13_18-43-09,4.0,140.0,95.0,18.0,1150.0,0.0,149.0,16999.0,13732.0,1092713,4710516
2026-07-13_18-43-24,4.0,137.0,99.0,18.0,1098.0,0.0,149.0,17871.0,4749.0,1096812,4723309
2026-07-13_18-43-40,5.0,116.0,116.0,18.0,1134.0,0.0,146.0,18756.0,152.0,1100852,4735559
2026-07-13_18-43-56,3.0,179.0,63.0,18.0,1137.0,0.0,153.0,19706.0,253.0,1104299,4747038
2026-07-13_18-44-12,4.0,179.0,99.0,18.0,1171.0,0.0,149.0,20654.0,124.0,1108187,4758839
2026-07-13_18-44-28,4.0,112.0,95.0,18.0,1150.0,0.0,150.0,21606.0,1669.0,1111876,4772136
2026-07-13_18-44-44,5.0,108.0,105.0,18.0,1148.0,0.0,149.0,22678.0,18723.0,1116032,4784648
2026-07-13_18-45-00,2.0,295.0,52.0,18.0,1123.0,0.0,149.0,23689.0,22515.0,1120780,4797459
2026-07-13_18-45-17,3.0,200.0,67.0,18.0,996.0,0.0,137.0,24706.0,41755.0,1125386,4811386
2026-07-13_18-45-33,4.0,123.0,103.0,18.0,950.0,0.0,129.0,25660.0,2133.0,1129519,4826242
2026-07-13_18-45-49,7.0,191.0,159.0,18.0,1002.0,0.0,134.0,26665.0,751.0,1133486,4840709
2026-07-13_18-46-05,5.0,247.0,108.0,18.0,1020.0,0.0,130.0,27663.0,590.0,1137274,4853519
2026-07-13_18-46-21,3.0,171.0,80.0,18.0,1171.0,0.0,133.0,28764.0,3877.0,1141189,4868706
2026-07-13_18-46-38,9.0,193.0,193.0,18.0,1123.0,0.0,134.0,29764.0,0.0,1145754,4883937
2026-07-13_18-46-54,4.0,121.0,100.0,18.0,1257.0,0.0,138.0,30773.0,573.0,1149894,4898480
2026-07-13_18-47-11,48.0,965.0,965.0,18.0,1237.0,0.0,138.0,31836.0,2161.0,1154131,4912742
2026-07-13_18-47-27,4.0,110.0,103.0,18.0,1207.0,0.0,131.0,32700.0,990.0,1157855,4925498
2026-07-13_18-47-43,4.0,115.0,99.0,18.0,1096.0,0.0,132.0,33650.0,6956.0,1161955,4939028
2026-07-13_18-47-59,4.0,178.0,88.0,18.0,1095.0,0.0,136.0,7967.0,7240.0,1166173,4953101
2026-07-13_18-48-15,8.0,279.0,180.0,19.0,1219.0,0.0,139.0,9007.0,19827.0,1170428,4968642
2026-07-13_18-48-31,4.0,132.0,100.0,19.0,1259.0,0.0,142.0,9906.0,1039.0,1174481,4982877
2026-07-13_18-48-47,5.0,160.0,106.0,19.0,1166.0,0.0,142.0,10798.0,11945.0,1178539,4997854
2026-07-13_18-49-03,5.0,108.0,107.0,18.0,1162.0,0.0,142.0,11681.0,14026.0,1182428,5011383
2026-07-13_18-49-19,9.0,258.0,199.0,18.0,1180.0,0.0,141.0,12605.0,32562.0,1186141,5025501
2026-07-13_18-49-35,9.0,185.0,185.0,18.0,1236.0,0.0,141.0,13499.0,27569.0,1189758,5038212
2026-07-13_18-49-51,5.0,168.0,105.0,18.0,1235.0,0.0,141.0,14363.0,19566.0,1193535,5050808
2026-07-13_18-50-07,4.0,150.0,91.0,18.0,1233.0,0.0,141.0,15229.0,8203.0,1197109,5063261
2026-07-13_18-50-23,4.0,185.0,103.0,18.0,1231.0,0.0,141.0,16070.0,157.0,1200875,5076537
2026-07-13_18-50-39,2.0,177.0,57.0,18.0,1231.0,0.0,141.0,16959.0,77640.0,1204454,5088993
2026-07-13_18-50-56,4.0,107.0,99.0,18.0,1317.0,0.0,148.0,17918.0,7078.0,1207778,5100982
2026-07-13_18-51-12,4.0,111.0,99.0,18.0,1229.0,0.0,145.0,18817.0,13281.0,1210962,5113047
2026-07-13_18-51-28,4.0,114.0,97.0,18.0,1236.0,0.0,149.0,19706.0,33304.0,1214281,5125520
2026-07-13_18-51-44,4.0,124.0,95.0,18.0,1234.0,0.0,149.0,20524.0,3728.0,1217538,5137375
2026-07-13_18-52-00,4.0,103.0,97.0,18.0,1232.0,0.0,146.0,21357.0,8515.0,1221150,5150095
2026-07-13_18-52-16,4.0,178.0,96.0,18.0,1227.0,0.0,146.0,22122.0,7026.0,1224513,5162997
2026-07-13_18-52-32,27.0,560.0,560.0,18.0,1248.0,0.0,149.0,22923.0,17010.0,1227615,5174732
2026-07-13_18-52-48,4.0,191.0,97.0,18.0,1339.0,0.0,153.0,23737.0,1559.0,1230670,5187213
2026-07-13_18-53-04,4.0,143.0,100.0,18.0,1339.0,0.0,153.0,24519.0,4395.0,1233976,5199312
2026-07-13_18-53-21,6.0,133.0,133.0,18.0,1338.0,0.0,153.0,25375.0,198.0,1237920,5212145
2026-07-13_18-53-37,4.0,105.0,101.0,18.0,1306.0,0.0,150.0,26258.0,5804.0,1241782,5225496
2026-07-13_18-53-53,5.0,108.0,104.0,18.0,1306.0,0.0,150.0,27000.0,2199.0,1245460,5238449
2026-07-13_18-54-08,4.0,162.0,101.0,18.0,1305.0,0.0,150.0,27814.0,9796.0,1249062,5251281
2026-07-13_18-54-25,4.0,118.0,99.0,18.0,1303.0,0.0,150.0,29068.0,5919.0,1253027,5267201
2026-07-13_18-54-41,7.0,202.0,147.0,18.0,1262.0,0.0,153.0,30024.0,502.0,1257077,5281736
2026-07-13_18-54-57,5.0,113.0,109.0,18.0,1261.0,0.0,160.0,31295.0,10799.0,1261184,5294864
2026-07-13_18-55-13,4.0,111.0,100.0,18.0,1265.0,0.0,161.0,32222.0,3606.0,1264991,5308075
2026-07-13_18-55-29,2.0,313.0,49.0,18.0,1264.0,0.0,160.0,33059.0,62339.0,1268709,5321001
2026-07-13_18-55-46,4.0,132.0,95.0,18.0,1256.0,0.0,160.0,33969.0,28880.0,1272354,5333805
2026-07-13_18-56-02,5.0,104.0,104.0,18.0,1254.0,0.0,161.0,34888.0,4845.0,1276330,5346730
2026-07-13_18-56-18,6.0,210.0,132.0,19.0,1298.0,0.0,167.0,35873.0,96786.0,1280219,5361175
2026-07-13_18-56-35,4.0,125.0,97.0,19.0,1278.0,0.0,163.0,36733.0,21016.0,1283974,5375173
2026-07-13_18-56-51,2.0,199.0,60.0,19.0,1160.0,0.0,169.0,37958.0,24330.0,1288068,5388764
2026-07-13_18-57-08,15.0,320.0,320.0,19.0,1160.0,0.0,166.0,39611.0,16538.0,1292765,5403702
2026-07-13_18-57-24,5.0,112.0,106.0,19.0,1194.0,0.0,166.0,40540.0,46318.0,1297341,5417840
2026-07-13_18-57-41,4.0,115.0,85.0,19.0,1236.0,0.0,165.0,41435.0,6617.0,1301888,5431906
2026-07-13_18-57-58,4.0,105.0,103.0,18.0,1148.0,0.0,160.0,42702.0,16091.0,1305950,5444892
2026-07-13_18-58-14,8.0,179.0,179.0,18.0,1147.0,0.0,163.0,43442.0,15252.0,1310157,5457615
2026-07-13_18-58-31,5.0,185.0,103.0,18.0,1198.0,0.0,164.0,44260.0,15362.0,1314462,5470348
2026-07-13_18-58-47,4.0,106.0,100.0,18.0,1220.0,0.0,160.0,45015.0,3384.0,1318639,5483174
2026-07-13_18-59-04,4.0,107.0,102.0,18.0,1177.0,0.0,156.0,45761.0,16915.0,1322379,5496173
2026-07-13_18-59-20,4.0,135.0,97.0,18.0,1266.0,0.0,164.0,46663.0,9197.0,1326192,5508798
2026-07-13_18-59-37,4.0,167.0,95.0,18.0,1123.0,0.0,156.0,47460.0,17042.0,1330437,5522575
2026-07-13_18-59-53,2.0,194.0,56.0,18.0,1226.0,0.0,161.0,48362.0,41059.0,1334834,5537668
2026-07-13_19-00-10,5.0,116.0,116.0,18.0,1226.0,0.0,154.0,7413.0,45928.0,1339120,5554597
2026-07-13_19-00-26,34.0,686.0,686.0,18.0,1043.0,0.0,149.0,8348.0,46121.0,1343570,5571860
2026-07-13_19-00-43,6.0,373.0,128.0,18.0,1737.0,0.0,150.0,9328.0,65.0,1347540,5586885
2026-07-13_19-00-59,6.0,378.0,138.0,18.0,1544.0,0.0,149.0,10412.0,25238.0,1352289,5604201
2026-07-13_19-01-16,4.0,456.0,100.0,18.0,1596.0,0.0,149.0,11343.0,1225.0,1356419,5617271
2026-07-13_19-01-33,8.0,208.0,173.0,18.0,1671.0,0.0,149.0,12253.0,31052.0,1360620,5632057
2026-07-13_19-01-49,9.0,202.0,202.0,18.0,1298.0,0.0,147.0,13342.0,48453.0,1364686,5647245
2026-07-13_19-02-06,4.0,199.0,97.0,18.0,1728.0,0.0,150.0,14491.0,21141.0,1369226,5663744
2026-07-13_19-02-23,3.0,177.0,82.0,18.0,2105.0,0.0,150.0,15619.0,20588.0,1374151,5682575
2026-07-13_19-02-40,5.0,109.0,106.0,18.0,1841.0,0.0,147.0,16649.0,1310.0,1378812,5701172
2026-07-13_19-02-57,3.0,213.0,64.0,18.0,1542.0,0.0,149.0,17727.0,24259.0,1382682,5717377
2026-07-13_19-03-14,2.0,181.0,64.0,18.0,1523.0,0.0,149.0,18668.0,25052.0,1386551,5732633
2026-07-13_19-03-30,4.0,108.0,102.0,18.0,1556.0,0.0,151.0,19541.0,6324.0,1389807,5745382
2026-07-13_19-03-47,5.0,112.0,105.0,18.0,1550.0,0.0,151.0,20401.0,15458.0,1393357,5759050
2026-07-13_19-04-03,5.0,107.0,107.0,18.0,1520.0,0.0,155.0,21344.0,14342.0,1396807,5772643
2026-07-13_19-04-19,2.0,173.0,60.0,18.0,1522.0,0.0,159.0,22177.0,42406.0,1400101,5784395
2026-07-13_19-04-35,5.0,108.0,108.0,18.0,1649.0,0.0,162.0,23093.0,106411.0,1403330,5797271
2026-07-13_19-04-52,4.0,115.0,93.0,18.0,1708.0,0.0,162.0,23945.0,4681.0,1406625,5810099
2026-07-13_19-05-08,8.0,178.0,178.0,18.0,1605.0,0.0,157.0,24872.0,10486.0,1410018,5822632
2026-07-13_19-05-24,4.0,109.0,100.0,18.0,1727.0,0.0,157.0,26107.0,17125.0,1413756,5836170
2026-07-13_19-05-41,4.0,109.0,103.0,18.0,1818.0,0.0,153.0,27206.0,29498.0,1417574,5850043
2026-07-13_19-05-57,4.0,147.0,99.0,18.0,1724.0,0.0,150.0,28563.0,11862.0,1421418,5864157
2026-07-13_19-06-14,12.0,264.0,264.0,18.0,1910.0,0.0,151.0,29657.0,10994.0,1425341,5879718
2026-07-13_19-06-31,4.0,159.0,103.0,18.0,2028.0,0.0,155.0,30872.0,29959.0,1428954,5895422
2026-07-13_19-06-48,4.0,115.0,87.0,18.0,2058.0,0.0,162.0,32344.0,17463.0,1433342,5911776
2026-07-13_19-07-04,5.0,107.0,107.0,18.0,1840.0,0.0,158.0,33499.0,12918.0,1437039,5924780
2026-07-13_19-07-21,5.0,258.0,122.0,18.0,2305.0,0.0,168.0,34816.0,38.0,1441143,5938433
2026-07-13_19-07-37,4.0,156.0,100.0,18.0,1819.0,0.0,165.0,36066.0,3100.0,1445224,5954596
2026-07-13_19-07-54,4.0,109.0,102.0,18.0,1806.0,0.0,164.0,37362.0,17037.0,1449114,5969491
2026-07-13_19-08-10,5.0,142.0,106.0,17.0,1692.0,0.0,146.0,38482.0,2891.0,1452682,5982673
2026-07-13_19-08-27,5.0,115.0,115.0,17.0,1717.0,0.0,142.0,39680.0,6309.0,1456249,5996600
2026-07-13_19-08-43,8.0,205.0,173.0,17.0,2099.0,0.0,145.0,40873.0,10292.0,1459813,6011384
2026-07-13_19-09-00,4.0,187.0,95.0,17.0,2216.0,0.0,142.0,42031.0,562.0,1463906,6027267
2026-07-13_19-09-17,18.0,381.0,381.0,17.0,1908.0,0.0,142.0,43796.0,5.0,1468385,6042606
2026-07-13_19-09-33,5.0,282.0,105.0,17.0,1774.0,0.0,140.0,45013.0,10369.0,1472531,6057219
2026-07-13_19-09-50,4.0,112.0,96.0,17.0,1578.0,0.0,136.0,46221.0,806.0,1476812,6073869
2026-07-13_19-10-06,4.0,110.0,102.0,17.0,2679.0,0.0,136.0,47464.0,18505.0,1481248,6092028
2026-07-13_19-10-23,4.0,133.0,89.0,17.0,2664.0,0.0,132.0,48603.0,9482.0,1485221,6105189
2026-07-13_19-10-39,4.0,142.0,92.0,17.0,2714.0,0.0,134.0,8048.0,7117.0,1489527,6120933
2026-07-13_19-10-56,4.0,125.0,88.0,17.0,2738.0,0.0,134.0,9288.0,774.0,1493969,6136572
2026-07-13_19-11-13,5.0,189.0,107.0,17.0,2652.0,0.0,133.0,10481.0,25087.0,1498412,6150965
2026-07-13_19-11-29,4.0,117.0,102.0,17.0,2632.0,0.0,130.0,11607.0,36022.0,1502729,6164416
2026-07-13_19-11-46,4.0,114.0,103.0,17.0,2626.0,0.0,130.0,12736.0,1201.0,1507039,6179169
2026-07-13_19-12-02,4.0,178.0,98.0,17.0,2621.0,0.0,130.0,13895.0,9318.0,1511306,6194472
2026-07-13_19-12-19,4.0,109.0,102.0,17.0,2615.0,0.0,130.0,15036.0,16564.0,1515734,6208280
2026-07-13_19-12-36,4.0,123.0,89.0,17.0,2650.0,0.0,133.0,16181.0,314.0,1520554,6224323
2026-07-13_19-12-52,4.0,169.0,101.0,17.0,2658.0,0.0,137.0,17433.0,2563.0,1525218,6238888
2026-07-13_19-13-09,8.0,170.0,170.0,17.0,2939.0,0.0,141.0,7709.0,2247.0,1529564,6257225
2026-07-13_19-13-25,9.0,285.0,195.0,17.0,1564.0,0.0,137.0,8709.0,11680.0,1534154,6279504
2026-07-13_19-13-42,4.0,184.0,102.0,17.0,1506.0,0.0,133.0,9850.0,3527.0,1538454,6297711
2026-07-13_19-13-58,3.0,200.0,80.0,17.0,1507.0,0.0,133.0,10894.0,212798.0,1542399,6311731
2026-07-13_19-14-15,4.0,117.0,98.0,17.0,1748.0,0.0,137.0,11960.0,41689.0,1546601,6328208
2026-07-13_19-14-31,5.0,114.0,114.0,17.0,1684.0,0.0,140.0,13088.0,4557.0,1550951,6343735
2026-07-13_19-14-48,5.0,167.0,113.0,17.0,1314.0,0.0,135.0,14073.0,23181.0,1554995,6359117
2026-07-13_19-15-05,4.0,141.0,93.0,16.0,1657.0,0.0,129.0,15172.0,263315.0,1558802,6374523
2026-07-13_19-15-22,4.0,181.0,83.0,16.0,1426.0,0.0,132.0,16263.0,10664.0,1562507,6387356
2026-07-13_19-15-38,6.0,125.0,125.0,16.0,1436.0,0.0,119.0,17251.0,224689.0,1565879,6401065
2026-07-13_19-15-55,32.0,664.0,664.0,17.0,1657.0,0.0,131.0,18423.0,18741.0,1569216,6414393
2026-07-13_19-16-12,7.0,148.0,148.0,17.0,1376.0,0.0,125.0,19524.0,44762.0,1572949,6430728
2026-07-13_19-16-29,4.0,125.0,97.0,18.0,1507.0,0.0,116.0,20753.0,496.0,1577260,6449013
2026-07-13_19-16-46,4.0,206.0,101.0,18.0,1247.0,0.0,122.0,22055.0,30247.0,1580859,6470926
2026-07-13_19-17-03,4.0,116.0,98.0,18.0,1210.0,0.0,125.0,23158.0,5927.0,1584663,6491013
2026-07-13_19-17-20,24.0,504.0,504.0,18.0,1406.0,0.0,122.0,24154.0,5.0,1588557,6509234
2026-07-13_19-17-37,25.0,513.0,513.0,19.0,1549.0,0.0,136.0,25297.0,61979.0,1592005,6527949
2026-07-13_19-17-54,4.0,107.0,97.0,19.0,1566.0,0.0,138.0,26537.0,13626.0,1595622,6546408
2026-07-13_19-18-11,3.0,225.0,81.0,19.0,1732.0,0.0,135.0,27741.0,118.0,1599695,6567700
2026-07-13_19-18-29,4.0,192.0,97.0,19.0,1665.0,0.0,134.0,29062.0,13821.0,1603547,6587688
2026-07-13_19-18-46,5.0,174.0,114.0,19.0,1441.0,0.0,128.0,30215.0,3457.0,1607382,6607642
2026-07-13_19-19-03,5.0,111.0,111.0,19.0,1581.0,0.0,132.0,31350.0,34746.0,1611757,6630438
2026-07-13_19-19-19,5.0,109.0,107.0,19.0,1512.0,0.0,128.0,32298.0,947.0,1615844,6648159
2026-07-13_19-19-37,9.0,198.0,198.0,19.0,1817.0,0.0,131.0,33527.0,10.0,1619459,6665283
2026-07-13_19-19-53,31.0,627.0,627.0,19.0,1571.0,0.0,131.0,34603.0,22633.0,1623386,6681628
2026-07-13_19-20-11,4.0,111.0,100.0,19.0,1630.0,0.0,131.0,35880.0,382.0,1628172,6697693
2026-07-13_19-20-28,5.0,119.0,119.0,19.0,1598.0,0.0,134.0,37434.0,1327.0,1632106,6716305
2026-07-13_19-20-45,4.0,122.0,98.0,19.0,1831.0,0.0,136.0,38558.0,35862.0,1636288,6738978
2026-07-13_19-21-01,41.0,829.0,829.0,19.0,1822.0,0.0,136.0,39575.0,26792.0,1640309,6753208
2026-07-13_19-21-18,4.0,185.0,103.0,19.0,1572.0,0.0,139.0,40602.0,16770.0,1644209,6768338
2026-07-13_19-21-35,5.0,111.0,111.0,19.0,1638.0,0.0,139.0,41752.0,156.0,1647996,6785336
2026-07-13_19-21-52,4.0,772.0,98.0,19.0,1426.0,0.0,136.0,42828.0,1632.0,1651638,6802580
2026-07-13_19-22-09,4.0,404.0,101.0,19.0,1560.0,0.0,143.0,44226.0,3944.0,1655410,6818245
2026-07-13_19-22-27,5.0,168.0,105.0,19.0,1927.0,0.0,151.0,45839.0,14515.0,1659293,6833947
2026-07-13_19-22-44,25.0,517.0,517.0,19.0,1916.0,0.0,146.0,47003.0,16941.0,1662893,6847758
